Usage_Hours,Engine_Temperature,Tire_Pressure,Oil_Quality,Battery_Voltage,Vibration_Level,Maintenance_Cost,Vehicle_Type,Brake_Condition,Anomalies_Detected,Failure_History,Maintenance_Required
2416.3,56.5,30.9,27.2,12.1,1.88,244.94,Car,Good,0,0,0
5957.6,103.1,31.3,26.0,15.9,2.26,2412.37,Bus,F,0,0,1
10247.8,68.1,34.7,99.9,11.3,0.82,$320.13,Car,G,0,0,0
11844.7,227.84 °F,Missing,57.2,13.6,1.24,389.53,Car,G,0,0,1
8195.9,95.7,39.3,69.5,13.9,2.43,1355.54,Truck,ok,0,0,0
9052.6,201.56 °F,31.4,55.6,15.0,1.95,808.76,Truck,Good,0,0,1
3408.9,81.5,29.7,69.6,15.1,1.43,102.96,Car,Poor,0,1,0
4666.3,77.6,30.9,51.2,14.3,3.09,$467.28,Car,G,0,1,0
2847.5,183.92000000000002 °F,38.2,Missing,14.4,1.88,$387.14,Car,P,0,0,0
4114.8,170.24 °F,36.1,35.0,13.7,0.65,$1657.28,Bus,G,0,0,0
3760.9,108.1,38.3,99.5,13.0,2.15,$1287.69,Truck,Fair,0,0,0
8032.0,78.9,32.4,65.6,14.1,1.43,417.77,Car,Bad,0,0,1
8659.0,97.6,36.7,18.0,15.3,1.55,154.58,Car,Fair,0,0,1
14201.7,221.18 °F,36.4,51.1,15.4,Missing,$122.24,Car,Good,0,0,1
3335.8,76.8,41.3,Missing,11.3,1.13,417.54,Car,G,0,0,0
9804.3,95.6,42.9,94.0,14.3,1.26,$1057.7,Truck,gud,0,0,0
12350.3,76.6,39.5,36.8,Missing,3.38,265.66,Car,F,0,0,1
8623.5,189.32000000000002 °F,41.3,51.9,11.0,1.59,232.4,Car,Poor,0,0,1
4197.6,83.1,34.9,75.1,16.1,1.36,$1691.07,Truck,gud,0,0,0
4307.0,79.6,31.5,18.0,Missing,0.87,$264.68,Car,Fair,0,0,0
1069.2,92.4,34.8,26.8,15.5,4.55,569.46,Car,Poor,0,0,1
4928.9,161.24 °F,34.3,Missing,11.4,1.88,$198.99,Car,G,0,0,0
11296.8,103.9,34.0,19.1,14.9,0.79,$1680.25,Truck,ok,0,1,1
1189.0,73.8,34.9,35.8,12.2,1.89,$1435.02,Truck,Fair,0,0,0
3679.8,71.0,34.1,47.4,12.0,0.9,$240.27,Car,gud,0,0,0
10740.4,86.2,32.7,29.8,13.4,1.28,1388.31,Truck,Fair,0,0,1
11848.4,84.4,34.3,39.5,13.1,1.19,1731.96,Truck,Good,0,0,0
7102.1,95.3,39.0,31.6,Missing,2.0,414.36,Car,G,0,1,1
10622.1,91.3,30.7,79.9,13.1,1.77,832.41,Truck,F,0,0,0
6125.3,65.6,41.7,31.8,Missing,0.73,310.86,Car,Fair,0,0,0
2818.7,104.8,40.4,80.8,15.4,3.29,$1645.71,Truck,Good,0,0,0
6273.2,85.8,35.4,32.3,14.2,2.59,220.71,Car,F,0,0,0
8909.5,93.6,23.1,15.6,13.8,1.97,$587.13,Car,Poor,0,1,1
14246.8,123.0,24.1,90.0,11.0,0.85,$468.99,Truck,G,0,0,1
1496.9,228.74 °F,35.6,75.2,13.7,2.79,381.92,Car,ok,0,0,0
7857.2,93.2,38.4,29.2,13.1,1.3,558.01,Truck,Fair,0,1,1
5269.3,69.4,43.9,37.4,12.1,4.02,184.88,Car,ok,0,0,0
7870.5,157.46 °F,33.0,30.8,12.8,2.35,1110.19,Truck,G,0,0,0
847.6,107.4,32.4,76.4,13.1,1.55,1016.67,Truck,Poor,0,0,0
5038.9,84.0,28.9,11.2,12.9,0.74,$1120.42,Truck,Good,0,0,0
12388.1,87.5,38.0,96.7,13.4,3.5,287.64,Car,gud,0,0,0
8532.2,72.8,35.0,43.6,12.4,1.25,$267.89,Car,P,0,0,0
7033.4,96.7,32.6,35.8,11.8,1.64,$1585.3,Bus,gud,0,0,1
4640.1,107.1,35.1,80.5,13.0,1.56,1449.09,Bus,Good,1,0,1
4821.6,112.9,34.5,Missing,12.3,1.79,1957.36,Truck,Bad,0,0,1
6055.0,181.94 °F,39.8,61.3,15.3,1.25,1071.82,Bus,ok,0,0,0
12615.8,99.7,32.9,46.7,13.1,3.27,403.78,Car,Good,0,1,1
14524.6,191.48 °F,35.0,66.5,14.5,Missing,1520.42,Bus,ok,0,0,1
6860.5,103.2,39.2,19.0,12.7,1.84,2715.58,Bus,Fair,0,1,1
6203.6,89.9,33.7,44.6,14.3,Missing,1190.67,Truck,F,1,0,1
12775.0,77.6,31.3,91.2,Missing,1.98,$1572.15,Bus,Bad,0,1,0
6690.1,109.8,28.6,97.8,13.8,1.38,$1481.99,Truck,G,0,1,1
8504.3,196.70000000000002 °F,Missing,20.3,15.8,2.36,$290.0,Car,Fair,0,0,1
3848.7,84.7,31.8,Missing,14.0,1.54,$544.8,Car,ok,1,0,0
11280.8,92.7,39.8,47.1,12.7,1.15,$153.82,Car,Good,0,0,0
8213.8,79.0,Missing,42.1,13.9,0.71,592.16,Truck,gud,0,1,0
12231.0,96.2,33.9,11.8,13.7,1.84,$643.55,Truck,gud,0,0,1
11820.6,87.1,29.9,20.1,14.4,2.99,$354.64,Car,Bad,0,0,1
3617.6,172.57999999999998 °F,35.3,30.9,12.9,1.88,496.09,Car,F,0,0,0
10876.7,125.7,36.4,51.6,12.0,1.66,852.44,Truck,gud,0,0,1
12100.8,74.9,36.8,70.2,12.1,1.91,$419.28,Car,F,0,0,0
5518.6,95.3,43.8,59.8,13.2,0.5,$1593.32,Truck,Poor,0,0,0
3002.8,90.9,34.9,48.7,15.0,1.43,$685.32,Truck,G,0,0,0
538.2,74.6,36.5,66.2,14.6,1.2,544.87,Car,Fair,0,0,0
7038.1,84.9,32.2,48.8,12.8,1.82,$158.35,Car,Poor,0,0,0
5610.3,69.9,45.9,42.6,12.8,1.34,580.4,Car,G,0,0,0
8546.2,121.0,39.2,97.8,12.6,Missing,$591.93,Car,Good,0,0,1
3226.6,86.0,39.4,86.0,16.4,1.46,$432.47,Car,Fair,0,0,0
12965.2,87.3,40.4,19.2,11.2,1.38,1365.7,Truck,G,0,0,1
4237.5,119.2,38.7,70.0,14.0,1.19,202.96,Car,ok,0,0,1
3783.2,77.6,40.7,99.6,12.8,Missing,$824.29,Bus,Good,0,0,0
7470.4,109.4,34.1,65.6,12.0,2.56,$210.85,Car,gud,0,0,1
7733.3,98.9,46.3,30.2,12.2,1.72,$725.83,Bus,gud,1,0,1
3618.7,60.3,27.3,70.3,11.9,2.18,$1497.34,Bus,P,0,0,0
4442.0,84.4,33.6,26.8,13.4,0.8,225.09,Car,Good,0,0,0
2960.7,96.5,43.7,83.8,15.3,4.02,$122.12,Car,Good,0,1,0
10917.7,194.9 °F,34.1,57.4,11.6,1.24,426.74,Car,Good,0,0,1
11666.3,90.6,38.3,34.5,11.8,4.18,1783.21,Truck,ok,0,0,1
7203.8,80.9,32.6,Missing,12.8,Missing,$256.08,Car,Poor,0,0,0
10854.3,79.3,37.2,74.5,14.1,4.85,$246.6,Car,Good,0,0,0
11171.1,85.4,33.2,20.4,11.4,1.47,$130.35,Car,Poor,1,0,1
2505.0,119.4,40.8,91.5,15.0,2.39,293.91,Car,Poor,1,0,1
14509.6,76.4,36.5,20.8,12.3,1.99,$403.85,Car,F,0,0,1
12405.0,82.8,26.2,47.2,12.6,1.63,472.04,Car,P,0,0,1
3465.0,90.4,30.9,78.8,12.5,2.53,$1889.1,Truck,Good,0,0,0
3199.4,68.1,30.1,80.4,13.6,0.94,1552.09,Truck,F,0,0,0
2322.1,96.5,42.0,18.8,12.0,1.41,555.74,Car,Good,0,0,1
2506.5,70.7,28.8,34.9,12.2,1.38,263.74,Car,G,0,0,0
11348.3,73.7,33.7,Missing,13.3,1.82,112.96,Car,F,0,0,0
7310.0,73.0,45.6,92.4,10.8,2.89,$142.15,Car,Good,0,0,0
11852.5,65.4,41.2,51.5,12.2,2.15,$1413.94,Truck,Good,0,1,0
11320.7,109.0,30.7,91.0,13.5,1.44,$284.46,Car,P,0,0,1
9266.9,208.04 °F,30.6,87.1,13.3,1.65,$1586.45,Truck,gud,1,1,0
10452.3,103.8,30.1,13.5,12.5,3.91,329.96,Car,F,0,0,1
766.2,102.5,36.0,72.9,10.7,0.92,536.19,Car,G,0,0,0
5020.8,87.5,32.5,89.2,14.5,2.67,908.07,Truck,gud,0,1,0
9748.4,193.28 °F,36.2,43.0,14.3,1.49,$365.01,Truck,Good,0,0,1
635.5,105.2,36.5,53.6,11.0,1.28,$1889.82,Truck,G,0,0,1
978.2,114.6,35.2,31.2,14.4,1.25,513.26,Truck,ok,0,0,1
12852.4,71.1,35.7,57.0,Missing,2.04,$147.2,Car,gud,0,0,0
10418.4,127.8,35.4,41.8,12.4,0.53,$419.33,Car,P,0,0,1
4347.9,70.3,31.1,74.6,13.0,4.0,$482.97,Car,F,0,0,0
10475.5,181.57999999999998 °F,27.8,31.4,12.3,5.22,$1021.47,Bus,Good,0,0,1
11990.6,91.1,35.3,56.0,12.5,2.42,121.18,Car,gud,0,0,0
4948.5,92.5,31.1,52.2,13.1,1.15,306.28,Car,F,0,0,0
1022.5,119.5,39.9,46.3,12.0,2.15,$1299.15,Truck,gud,0,0,1
14025.3,105.2,28.7,32.5,12.0,1.37,2477.66,Bus,gud,0,0,1
5505.1,205.16 °F,33.2,74.2,13.0,2.09,352.03,Car,Fair,0,0,0
2044.0,105.5,35.8,29.9,13.0,1.47,1850.8,Truck,Fair,1,1,1
7631.9,95.2,41.3,91.1,12.3,1.03,275.16,Car,gud,0,0,0
11642.8,175.82000000000002 °F,33.0,64.8,13.3,2.6,209.03,Car,Good,1,0,1
3713.9,97.3,35.9,98.4,13.7,1.51,200.34,Car,ok,0,0,0
4407.6,91.0,38.1,92.6,13.3,0.8,$1985.34,Truck,gud,0,0,0
4019.4,171.32000000000002 °F,38.8,23.1,12.8,1.8,2031.25,Bus,Good,0,0,0
14879.3,108.9,36.8,80.4,14.5,2.72,537.99,Car,Fair,0,1,1
3362.4,89.2,44.0,25.8,12.5,Missing,860.84,Truck,F,0,0,0
8845.0,73.2,33.0,94.6,11.8,1.05,2296.41,Bus,F,0,0,0
13916.3,75.6,43.7,71.5,12.9,1.91,$430.49,Car,Poor,0,0,0
2630.0,98.0,38.4,Missing,14.0,2.15,280.86,Car,Good,0,0,1
14577.4,105.7,36.2,25.3,11.3,3.5,$256.24,Car,G,0,0,1
14238.4,97.2,36.6,77.3,13.6,1.67,274.65,Car,G,0,0,1
13326.3,97.3,39.7,65.6,11.8,4.21,133.03,Car,ok,0,0,1
3611.1,172.04 °F,31.4,22.0,13.8,0.86,1183.37,Truck,Fair,0,1,1
9693.8,91.4,35.7,55.2,13.7,0.85,$753.74,Bus,Poor,0,0,0
11532.9,85.0,Missing,84.4,15.7,2.79,$369.92,Car,G,0,0,0
14797.4,188.78 °F,43.0,23.4,12.3,Missing,654.62,Truck,gud,0,0,0
3116.1,88.3,31.7,11.2,14.2,2.28,$934.31,Bus,ok,0,0,1
11607.4,80.1,45.0,21.9,15.3,2.33,1405.81,Bus,Good,0,0,0
5412.6,214.34 °F,32.8,26.6,14.9,1.85,307.75,Car,Good,0,0,1
3046.6,74.9,28.1,66.9,12.6,3.7,$1950.53,Truck,Poor,0,0,0
6610.0,70.5,30.6,40.4,14.4,1.76,301.28,Car,P,0,0,0
12010.6,78.2,30.8,19.4,11.6,3.8,$1033.91,Truck,F,0,0,1
7240.3,217.94 °F,43.3,45.7,13.5,1.01,$415.03,Car,Good,0,0,0
8294.1,95.1,28.3,62.8,12.4,3.75,1442.34,Truck,ok,1,0,1
14929.8,63.3,36.6,37.5,13.2,2.08,$306.5,Car,F,0,1,0
6287.1,99.0,42.3,62.5,15.3,2.3,$1522.99,Truck,gud,0,0,0
9423.3,89.3,48.9,Missing,15.2,3.36,$302.39,Car,F,0,0,0
5796.0,182.66 °F,34.4,46.2,13.6,4.4,386.14,Car,gud,0,0,1
6195.4,86.4,35.6,94.7,13.9,1.61,$961.02,Truck,Bad,0,0,0
10586.8,158.0 °F,29.2,87.4,12.6,1.78,470.29,Car,Good,0,1,0
14099.4,92.6,33.1,12.0,14.7,2.6,$485.83,Car,G,0,0,1
8364.2,71.0,45.9,70.2,15.3,2.12,236.41,Car,G,0,0,0
11641.8,84.7,39.4,40.6,13.8,1.49,$107.43,Car,Poor,0,0,1
1793.5,84.8,41.1,32.9,14.3,0.98,350.88,Car,gud,0,0,0
3561.8,101.5,38.2,76.3,14.2,1.97,$1298.07,Bus,G,1,0,1
7780.9,195.07999999999998 °F,40.3,75.6,12.0,1.07,2099.6,Bus,F,0,0,0
790.2,100.6,44.7,71.9,13.7,1.08,$214.76,Car,ok,0,1,0
4166.4,72.1,Missing,13.5,12.4,1.98,$429.83,Truck,Good,0,0,0
8002.3,88.4,38.7,63.4,13.9,Missing,1768.0,Truck,F,0,1,0
716.9,98.0,31.5,63.6,14.1,0.7,$851.94,Truck,Fair,0,0,0
4335.9,108.6,24.8,97.0,12.6,4.15,$1125.9,Truck,F,0,0,1
7953.4,72.9,36.3,80.2,15.8,2.47,146.31,Car,Bad,0,0,0
8810.7,171.32000000000002 °F,Missing,Missing,12.8,2.29,$290.14,Car,P,0,0,1
13923.4,97.6,34.6,67.3,14.2,1.89,$452.64,Car,F,0,0,1
9857.5,114.2,31.8,90.1,13.7,1.04,$417.43,Car,G,0,0,1
6513.7,94.3,35.7,83.3,12.6,2.16,131.96,Car,gud,0,1,0
13990.1,73.4,37.1,49.1,12.7,2.29,$1257.19,Truck,Good,0,0,1
11880.8,73.6,44.8,93.3,12.4,2.01,317.9,Truck,P,0,0,0
3400.1,92.0,37.7,97.6,14.1,3.7,$924.08,Truck,Good,0,0,0
2397.2,95.4,37.9,79.2,14.6,3.07,$506.54,Car,Poor,0,0,0
10299.3,188.06 °F,31.3,25.8,Missing,5.06,$205.77,Car,Poor,0,0,1
8618.3,73.8,Missing,77.3,13.3,1.21,$1856.06,Truck,Good,0,0,0
11950.3,106.5,30.1,46.2,12.3,1.97,$855.16,Truck,G,0,0,1
11212.7,84.8,33.5,32.0,10.9,3.5,915.72,Truck,Fair,0,0,1
9565.6,97.9,35.3,20.3,13.9,2.82,413.07,Car,Poor,0,0,1
14802.5,146.12 °F,36.1,19.2,13.6,1.85,$579.22,Truck,ok,0,0,0
8237.1,108.0,30.9,46.3,13.2,Missing,$1818.83,Bus,gud,1,0,1
2140.0,79.7,23.8,60.6,12.2,2.54,357.07,Car,G,0,0,0
12510.0,230.36 °F,32.9,71.0,13.6,0.76,972.37,Truck,Good,0,0,1
4151.9,99.2,39.7,88.0,12.6,1.73,$121.76,Car,Fair,0,1,0
11770.9,68.6,33.1,23.0,13.7,Missing,129.03,Car,G,0,0,0
14378.1,200.66 °F,34.6,38.3,14.9,0.99,2651.74,Bus,G,0,0,0
10603.5,114.8,27.0,12.9,13.2,1.41,$116.83,Car,G,0,0,1
9142.4,81.0,35.6,69.8,13.1,Missing,416.79,Truck,Poor,1,1,1
7175.6,114.9,37.0,12.0,14.5,1.78,2009.08,Bus,G,0,0,1
5783.9,95.8,32.2,14.2,13.6,Missing,1624.66,Bus,gud,0,0,1
5618.6,110.1,39.8,63.8,12.2,2.48,420.28,Car,F,0,0,0
9727.4,198.32000000000002 °F,41.0,27.4,14.2,2.55,560.62,Car,gud,0,0,1
11393.5,190.57999999999998 °F,45.6,69.2,14.1,0.74,383.75,Truck,Good,0,0,0
10338.5,117.6,30.4,42.1,12.1,3.63,$1323.64,Truck,P,0,0,1
3376.9,100.8,36.4,33.3,14.4,1.13,542.88,Truck,Poor,0,0,1
7662.8,86.5,29.1,78.4,11.6,0.7,$310.79,Car,Fair,0,0,0
11978.8,96.4,38.0,Missing,13.4,2.78,$179.78,Car,Bad,0,0,1
7397.7,81.5,37.4,15.5,11.2,1.72,1475.52,Bus,gud,1,0,1
8281.0,91.6,25.4,75.2,12.6,1.67,2613.17,Bus,P,0,0,1
11681.5,107.9,36.4,95.1,13.3,7.35,$354.36,Truck,gud,0,1,1
10088.3,87.6,34.0,52.6,11.3,Missing,$1523.0,Truck,ok,0,0,1
6435.5,76.9,29.1,57.9,14.0,2.04,$341.28,Car,Good,0,0,0
13483.5,75.5,33.5,40.5,13.1,0.86,$1537.33,Bus,ok,0,0,0
2857.2,91.1,45.3,78.8,12.4,2.22,196.88,Car,Good,1,0,0
14935.0,77.9,37.9,78.8,14.0,1.12,441.73,Car,Fair,0,0,0
2223.4,68.5,30.9,90.2,13.4,2.97,662.05,Truck,Bad,1,0,0
716.8,72.0,33.3,75.1,13.9,2.13,$1984.29,Truck,gud,0,0,0
13405.3,107.6,25.3,98.2,12.6,1.05,$1052.29,Truck,gud,0,0,1
4051.8,190.22000000000003 °F,29.6,97.3,13.2,1.05,$1710.92,Truck,Poor,0,0,0
11080.6,90.9,43.4,46.8,12.7,3.22,$300.59,Truck,P,0,0,1
12259.7,75.5,39.6,74.9,13.9,2.64,$229.24,Car,gud,1,1,0
12955.3,178.34 °F,Missing,11.6,15.4,3.49,736.65,Bus,Fair,0,0,1
14878.1,80.8,37.0,44.7,12.9,3.61,$305.93,Car,P,0,0,1
4763.6,85.8,42.1,46.8,15.0,4.63,161.28,Car,Bad,0,0,0
10798.5,65.1,36.6,84.8,12.9,3.0,1344.04,Truck,Fair,0,1,0
2173.3,106.3,33.6,34.6,11.9,2.8,$239.86,Car,F,0,0,1
6398.7,89.8,34.5,29.3,13.3,1.97,$393.14,Car,G,0,0,1
12795.6,93.0,33.7,51.6,12.2,2.17,$1029.12,Truck,G,1,0,1
5831.0,218.66 °F,33.6,30.4,12.9,0.9,1752.75,Bus,ok,0,0,1
9070.9,216.68 °F,43.5,25.8,12.7,1.19,$487.31,Car,F,0,0,0
7804.7,81.4,29.7,52.7,13.1,1.61,$1752.88,Truck,gud,0,0,0
9866.3,99.1,32.5,34.5,12.9,1.26,$564.19,Truck,G,0,0,1
14607.0,98.9,Missing,21.0,13.7,3.29,298.34,Car,Good,0,1,1
1308.2,94.7,Missing,33.0,13.7,0.95,106.81,Car,ok,0,0,0
8822.4,105.9,36.7,77.3,13.6,1.54,$1449.1,Bus,G,0,0,1
13013.9,215.6 °F,43.7,19.8,13.6,1.85,$458.22,Truck,ok,0,0,1
7480.0,100.9,31.8,18.6,15.0,1.7,173.05,Car,Good,0,0,1
1638.6,230.9 °F,31.0,46.8,14.6,2.17,$179.31,Car,G,0,0,1
8627.8,90.4,29.2,24.6,12.7,2.02,$1577.76,Truck,Bad,0,1,1
5315.1,90.9,37.3,44.9,14.7,0.37,$899.23,Truck,Fair,0,0,0
2746.7,102.3,33.2,Missing,13.8,1.98,$480.88,Car,P,0,0,1
12811.0,87.3,36.5,23.3,13.3,1.2,$442.76,Car,F,0,1,1
8063.2,97.2,32.9,74.6,12.2,1.46,967.6,Truck,Poor,0,0,0
14032.5,81.6,42.2,16.9,12.8,3.1,$982.9,Truck,F,0,1,1
12187.2,55.8,41.3,80.0,13.9,1.83,1792.18,Truck,Bad,0,0,0
10548.1,210.20000000000002 °F,35.4,94.2,13.2,1.26,$346.27,Car,gud,0,0,0
572.9,66.8,40.3,80.0,13.9,1.42,$591.13,Car,G,0,0,0
6703.4,79.5,34.3,89.4,13.0,1.3,701.93,Truck,G,0,0,0
3363.6,102.3,34.8,76.7,13.1,1.73,500.19,Bus,Bad,0,1,0
13706.6,102.5,24.2,34.7,11.4,0.72,1201.84,Truck,ok,0,0,1
3031.5,107.6,37.5,30.7,15.8,2.46,$1950.38,Truck,Good,0,0,1
4647.9,59.7,35.1,91.0,13.6,1.58,$329.44,Car,Bad,0,0,0
7994.1,94.4,39.4,12.8,13.2,2.89,225.47,Car,F,0,0,0
4318.8,86.1,38.6,58.6,13.3,Missing,$1728.41,Truck,gud,0,0,0
3543.0,104.8,31.3,40.3,12.9,3.34,$432.43,Car,P,0,1,1
9186.9,233.78 °F,34.0,92.1,15.2,1.63,$261.67,Car,G,0,0,1
1789.5,70.4,32.6,24.9,12.5,Missing,$166.67,Car,G,0,0,0
1343.4,90.2,40.2,43.2,13.5,1.07,1662.74,Truck,Good,0,0,0
5897.6,102.5,42.9,18.8,12.5,5.1,$501.73,Bus,G,0,0,1
10949.6,84.9,39.0,94.4,15.5,3.03,$138.43,Car,Poor,0,0,0
8544.7,241.16 °F,44.9,40.2,11.8,2.14,1466.4,Bus,gud,0,0,1
6631.7,84.0,37.6,43.5,12.2,2.29,340.28,Car,G,0,0,0
8703.4,85.5,30.1,Missing,11.5,1.44,$529.36,Car,gud,0,0,1
5799.0,165.02 °F,28.1,19.2,14.1,2.07,798.32,Truck,Good,1,0,1
14074.1,92.3,30.4,93.9,14.8,2.01,323.13,Car,Poor,0,1,0
1296.1,112.46000000000001 °F,32.7,68.2,13.5,1.52,$549.21,Truck,gud,1,0,0
10264.2,86.3,31.6,65.2,14.4,3.63,2413.04,Bus,gud,0,1,0
13423.6,109.0,35.3,81.0,12.6,0.7,$217.49,Car,Fair,0,0,1
12156.3,69.0,34.1,66.7,14.4,1.78,293.86,Car,ok,0,0,0
3168.6,65.7,35.4,32.9,14.0,3.91,$526.35,Bus,gud,0,0,0
4790.9,106.7,47.2,Missing,12.9,0.72,$339.45,Car,F,0,0,1
10897.2,108.8,39.4,32.1,13.4,3.71,518.95,Car,F,1,0,1
1721.9,69.7,36.3,83.9,13.8,2.55,456.8,Car,gud,0,0,0
12272.0,116.0,40.3,35.3,14.4,0.97,1667.96,Truck,F,0,0,1
10924.2,96.5,31.0,32.9,15.4,1.15,253.93,Car,F,0,0,1
11079.3,222.26000000000002 °F,30.8,62.2,13.9,1.29,579.19,Car,Good,0,0,1
1953.5,172.57999999999998 °F,39.6,22.1,Missing,3.0,$1360.24,Truck,G,0,1,0
10907.5,112.3,35.0,43.7,12.1,1.5,1946.08,Truck,gud,0,1,1
10357.4,86.0,35.6,55.4,14.0,0.93,761.78,Truck,P,0,0,0
12548.4,85.3,29.3,90.2,12.5,3.35,$492.4,Car,Fair,0,0,0
1103.1,206.96 °F,32.6,44.5,11.7,0.99,514.99,Car,ok,0,0,1
835.1,84.1,33.0,Missing,14.0,1.63,$501.31,Car,gud,0,0,0
5908.6,67.2,32.6,83.7,15.5,5.45,$414.23,Car,Good,0,0,0
2657.4,92.0,45.7,65.5,13.0,1.02,$393.13,Truck,G,0,0,0
8596.6,85.2,45.6,71.2,11.6,1.19,230.16,Car,ok,0,0,0
13801.6,78.5,40.7,18.1,14.2,0.93,$160.37,Car,Bad,1,0,1
6176.5,108.6,35.5,25.9,12.4,1.49,$508.24,Car,gud,0,0,1
12751.8,125.9,32.1,59.3,12.2,1.05,$326.29,Truck,ok,0,0,1
503.5,76.2,29.8,28.2,14.4,1.13,$360.32,Car,Good,1,0,1
2943.5,93.0,36.7,83.6,13.5,1.24,418.71,Car,ok,0,0,0
941.1,84.0,41.4,12.2,14.1,2.56,$418.25,Car,Poor,0,0,0
5258.1,124.3,38.9,83.6,13.7,1.79,596.53,Bus,Bad,0,0,1
13668.7,97.4,35.5,51.8,14.7,1.2,449.52,Truck,F,0,0,1
1905.8,103.9,38.3,63.1,14.5,Missing,457.73,Car,F,0,0,0
9292.9,107.7,34.9,27.9,16.1,1.36,1994.2,Bus,gud,0,0,1
7046.7,197.6 °F,33.6,45.0,Missing,1.58,$322.94,Car,Good,0,0,1
14107.8,188.96 °F,29.9,61.8,12.9,2.55,$667.5,Truck,gud,1,0,1
2276.5,112.8,33.4,Missing,15.0,1.45,$1040.65,Truck,Fair,0,0,1
3574.4,101.7,36.5,45.1,13.5,2.96,$1805.49,Truck,Good,0,0,1
928.4,171.14 °F,32.9,70.8,15.0,0.69,$1308.83,Truck,Fair,0,0,0
6792.1,79.1,29.3,91.3,11.9,1.55,355.65,Car,G,0,0,0
4528.6,84.2,35.6,33.1,12.9,0.72,328.62,Car,Poor,0,0,0
13113.6,107.4,36.5,78.3,16.3,1.05,$222.57,Car,gud,0,0,1
9271.6,112.1,33.2,21.5,13.1,1.06,$1217.35,Truck,gud,0,0,1
9404.3,122.3,34.9,26.9,14.7,1.41,1478.9,Truck,Good,0,0,1
8212.7,79.4,22.3,83.0,16.0,2.16,1118.57,Truck,ok,0,0,0
1831.8,92.1,38.7,87.6,13.3,0.68,$407.84,Car,P,0,0,0
6952.8,84.0,36.4,58.8,17.5,0.86,344.87,Car,Fair,1,0,0
14992.8,87.3,42.1,25.0,12.3,1.94,442.55,Truck,F,0,0,1
12610.8,103.9,33.9,26.6,12.8,1.99,$372.26,Truck,gud,1,0,1
13455.2,89.3,38.7,95.2,13.3,1.34,189.27,Car,F,0,1,0
12436.8,229.46 °F,40.9,60.0,13.5,0.77,$618.66,Truck,Fair,0,0,0
1994.1,180.14 °F,35.1,38.1,Missing,2.17,1223.51,Truck,G,0,0,0
3798.0,101.1,36.7,63.0,14.1,0.9,$1245.04,Truck,G,0,0,0
545.3,83.4,35.7,34.9,15.0,0.91,$2150.74,Bus,G,0,0,0
4900.9,62.4,27.0,76.6,14.7,1.33,$2187.74,Bus,G,0,0,0
2074.8,74.7,36.9,25.5,14.6,1.02,1963.38,Truck,gud,1,0,0
7355.5,91.9,30.3,34.5,13.5,1.0,$466.24,Car,ok,0,0,1
10318.3,118.8,Missing,Missing,14.5,2.33,$177.61,Car,G,0,0,1
13180.3,83.1,37.6,14.5,16.0,3.16,179.12,Car,ok,0,0,0
11363.6,87.5,41.5,99.5,14.3,1.98,265.84,Car,Good,1,0,0
14109.5,97.3,38.9,40.0,12.9,0.84,2200.03,Bus,Poor,0,0,1
1281.5,81.0,37.9,72.8,14.3,2.72,$408.32,Car,Good,0,0,0
676.6,82.7,36.7,17.5,11.7,Missing,1146.36,Bus,gud,0,0,0
10089.4,195.98 °F,39.3,61.0,14.4,2.2,2374.83,Bus,F,0,0,0
4695.6,83.5,43.4,58.2,15.8,2.04,1365.57,Truck,P,0,0,0
4175.8,63.3,32.1,33.7,14.6,2.31,244.28,Car,Good,0,0,0
5297.9,80.2,32.3,41.3,14.5,1.94,$245.7,Car,P,0,0,0
4412.0,99.2,38.7,86.4,13.6,1.39,$712.29,Bus,P,0,0,0
7915.8,99.7,26.5,31.0,13.3,3.43,334.46,Car,Fair,0,1,1
6882.2,110.0,34.5,72.1,15.2,Missing,$1920.77,Truck,G,0,1,0
7930.2,108.8,36.3,Missing,11.2,1.56,138.84,Car,Good,0,0,1
10254.3,169.70000000000002 °F,32.3,55.9,13.6,1.65,$565.83,Car,G,1,0,0
6113.4,78.8,25.4,43.2,13.9,1.72,$2091.57,Bus,Good,0,0,1
4144.0,79.5,41.9,80.7,16.3,1.49,$885.74,Truck,Bad,0,0,0
2909.9,87.7,32.0,10.4,13.3,3.03,$2719.16,Bus,gud,0,0,0
5567.4,80.7,32.2,26.0,12.3,2.01,125.93,Car,Poor,0,0,0
11256.2,87.4,41.6,42.3,15.9,1.98,$1273.32,Bus,Good,0,0,0
11472.2,170.42000000000002 °F,20.2,28.7,13.0,3.19,1808.49,Truck,Fair,0,0,0
10170.1,101.8,42.6,59.1,12.1,2.26,939.66,Bus,G,0,1,0
3893.4,75.8,46.1,72.1,14.1,1.39,2873.65,Bus,G,1,0,0
9027.3,75.0,30.6,63.0,12.5,1.41,1340.08,Truck,G,0,0,0
8775.0,208.04 °F,32.6,54.4,15.6,4.18,$1485.27,Bus,gud,1,0,1
7521.9,100.8,37.4,72.2,13.5,2.02,$652.5,Truck,Bad,0,1,1
8474.7,187.88 °F,36.3,89.9,11.3,2.32,$291.13,Car,Good,0,0,0
7631.0,217.4 °F,39.9,71.9,15.9,1.2,329.03,Car,Poor,0,0,1
8699.1,102.0,37.5,70.1,13.6,1.5,143.96,Car,gud,1,1,1
